"  長巷
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 434,"普通級
Rated G",5.11c,運攀 | Sport,,"陳仁祥
Ren-Shiang Chen",,,●●●,共用,共用,共用,Ti-ETN,Ti-ETN,316-TW,316-TW,316-TW,,,,,,,,,,,316-TW,316-TW,,,,7,已拉測,2018 / 12 / 15 (週六),"2024/08/31 – anchor 加裝梅隆鎖圓形鋼環ㄧ組；另一顆是P形鈦bolt 未裝 (游健郎)
2014/07/19 - B04、B05 更新為 Ti-ETN (章醫師等人)
–
全線合格 - 8kN / 1 min / ×5次 (老爹、小魏、Sam)"
,,,,,,,,,,,,,2014 / 07 / 19,2014 / 07 / 19,2005 / 07 / 03,2005 / 07 / 03,2005 / 07 / 03,,,,,,,,,,,2005 / 07 / 03,2005 / 07 / 03,,,,,,,
,,,,,,,,,,,,,11 年,11 年,20 年,20 年,20 年,,,,,,,,,,,20 年,20 年,,,,,,,
,,,,,,,,,,,,,2018 / 12 / 15,2018 / 12 / 15,2018 / 12 / 15,2018 / 12 / 15,2018 / 12 / 15,,,,,,,,,,,2018 / 12 / 15,2018 / 12 / 15,,,,,,,
,# 435,"消防梯
Fireman's Ladder",5.7,傳攀 | Trad,,,,與 <普通級> 共⽤ Anchor,●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 436,"美德牌坊
Virtues on a Street Sign",5.9,運攀 | Sport,16 m,"匿名攀岩者 (傳統攀登)
Anonymous (Trad)",1985,,●●●,316-TW,316-TW,316-TW,316-TW,,,,,,,,,,,,,,,Ti-U,Ti-U,,羊角-Ti,,6,已拉測,2022 / 06 / 13 (週一),"[Pulltest]20220613全線測試,bolt已清點(聖峰 彥綸 永暉)
316-TW 安裝日期待查 (預設為1月1日)
–
全線合格 - 8kN / 1 min / ×5次 (老爹、小魏、Sam)"
,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,2016,2016,,數量 x2 ,,,,,
,,,,,,,,,,20 年,20 年,20 年,20 年,,,,,,,,,,,,,,,9 年,9 年,,2016/1/1,,,,,
,,,,,,,,,,2022 / 06 / 13,2022 / 06 / 13,2022 / 06 / 13,2022 / 06 / 13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2018 / 12 / 15,,,,,,,,,,,,,,,,,,,,,9 年,,,,,
,# 437,"忠孝
Zhongxiao",5.10a,運攀 | Sport,25 m,"匿名攀岩者 (傳統攀登)
Anonymous (Trad)",1985,2012 路線更新後往上延長約7m,●●●,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,Ti-U,316-TW,,,,,,,,,,,316-TW,316-TW,,,,10,已拉測,2020 / 04 / 30 (週四),"2012 - 新增B02為 316-TW (章醫師等人，路線往上延伸約7m)
2014 - 新增B08 & A01,02為 316-TW (章醫師等人，路線往上延伸約7m) (龍:待確認)
–
2018/12/15 合格*1 - 8kN / 1 min / ×5次 (老爹、小魏、Sam)
2020/4/30 全線合格 - 8kN / 1 min / ×5次 (至堯、致華、Michael)"
,,,,,,,,,,2005,2012,2005,2005,2005,2005,2016,2012,,,,,,,,,,,2012,2012,,,,,,,
,,,,,,,,,,20 年,13 年,20 年,20 年,20 年,20 年,9 年,13 年,,,,,,,,,,,13 年,13 年,,,,,,,
,,,,,,,,,,2018 / 12 / 15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2020 / 04 / 30,2020 / 04 / 30,2020 / 04 / 30,2020 / 04 / 30,2020 / 04 / 30,2020 / 04 / 30,,2020 / 04 / 30,,,,,,,,,,,2020 / 04 / 30,2020 / 04 / 30,,,,,,,
,# 438,"仁愛
Renai",5.10b,運攀 | Sport,18 m,"匿名攀岩者 (傳統攀登)
Anonymous (Trad)",1985,與 <忠孝> 或 <信義> 共⽤ Anchor,●●●,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,,,,,,,,,,,,,,共用,共用,,,,5,已更新,,所有 Bolt 安裝日期均待查 (預設為1月1日)
,,,,,,,,,,2017,2017,2017,2017,2017,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8 年,8 年,8 年,8 年,8 年,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 439,"信義
Xinyi",5.10b,運攀 | Sport,18 m,"匿名攀岩者 (傳統攀登)
Anonymous (Trad)",1985,,●●●,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,,,,,,,,,,,,,,Ti-U,Ti-ETN,,,,7,已更新,,所有 Bolt 安裝日期均待查 (預設為1月1日)
,,,,,,,,,,2017,2017,2017,2017,2017,,,,,,,,,,,,,,2016,2016,,,,,,,
,,,,,,,,,,8 年,8 年,8 年,8 年,8 年,,,,,,,,,,,,,,9 年,9 年,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 440,"和平
Heping",5.10c,運攀 | Sport,18 m,,,,●●●,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,,,,,,,,,,,Ti-U,Ti-U,,,,10,已拉測,2020 / 06 / 20 (週六),"[Pulltest]20200620 全線測試,bolt已清點(Jam 仔仔)
316-TW 安裝日期待查 (預設為1月1日)
–
B01 合格 - 8kN / 1 min / ×5次 (阿郎、阿寶、小虎、嘉航、金龍、Jamy、秋玫、美菁、老爹)"
,,,,,,,,,,2005,2005,2005,2005,2005,2005,2005,2005,,,,,,,,,,,2016,2016,,,,,,,
,,,,,,,,,,20 年,20 年,20 年,20 年,20 年,20 年,20 年,20 年,,,,,,,,,,,9 年,9 年,,,,,,,
,,,,,,,,,,2018 / 12 / 15,2018 / 12 / 15,2018 / 12 / 15,2018 / 12 / 15,2018 / 12 / 15,2018 / 12 / 15,2018 / 12 / 15,2018 / 12 / 15,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2020 / 06 / 20,,,,,,,,,,,,,,,,,2020 / 06 / 20,2020 / 06 / 20,,,,,,,
,# 441,"杯弓蛇影
Fear Only Fear Itself",5.11a,運攀 | Sport,,,,,●●●,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,,,,,,,,,,,,,,Ti-U,Ti-U,,,,7,已更新,,所有 Bolt 安裝日期均待查 (預設為1月1日)
,,,,,,,,,,2017,2017,2017,2017,2017,,,,,,,,,,,,,,2016,2016,,,,,,,
,,,,,,,,,,8 年,8 年,8 年,8 年,8 年,,,,,,,,,,,,,,9 年,9 年,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 442,"產道
Birth Canal",5.12a,運攀 | Sport,,,,,●●●,316-TW,316-TW,316-TW,Ti-TW,316-TW,316-TW,,,,,,,,,,,,,Ti-TW,Ti-TW,,,,8,已拉測,2021 / 03 / 26 (週五),"[Pulltest]20210326 全線測試,bolt已清點(阿明 彥綸)
316-TW 安裝日期待查 (預設為1月1日)
Ti-TW 於 2018/08/18 安裝 (阿郎、阿顯、震宇、老爹)
–
B01 合格 - 8kN / 1 min / ×5次 (阿郎、阿寶、小虎、嘉航、金龍、Jamy、秋玫、美菁、老爹)"
,,,,,,,,,,2005,2005,2005,2018 / 08 / 18,2005,2005,,,,,,,,,,,,,2018 / 08 / 18,2018 / 08 / 18,,,,,,,
,,,,,,,,,,20 年,20 年,20 年,7 年,20 年,20 年,,,,,,,,,,,,,7 年,7 年,,,,,,,
,,,,,,,,,,2021 / 03 / 26,2021 / 03 / 26,2021 / 03 / 26,,2021 / 03 / 26,2021 / 03 / 26,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2018 / 03 / 31,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 443,"翻天手 (又名：非非想)
Reach for the Sky",5.11b,運攀 | Sport,18 m,"吳彥儀
Yen-Yi Wu",,,●●●,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,,,,,,,,,,,,Ti-ETN,Ti-U,,,,9,已更新,,"所有 Bolt 安裝日期均待查 (預設為1月1日)
2014/09/20 - A01 更新為 Ti-ETN (章醫師等人)
舊A01 316-TW - 保留供監測用，已掛警告牌
舊A01 316-TW - 2018/03/31 - 12kN / 1min / ×5次 - 合格"
,,,,,,,,,,2017,2017,2017,2017,2017,2017,2017,,,,,,,,,,,,2014 / 09 / 20,2016,,,,,,,
,,,,,,,,,,8 年,8 年,8 年,8 年,8 年,8 年,8 年,,,,,,,,,,,,11 年,9 年,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 444,"長巷內角
Long Lang Dihedral",5.8,傳攀 | Trad,21 m,,,與 <翻天手> 共⽤ Anchor,●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 445,"危石
Long Lang Loose",5.8,傳攀 | Trad,21 m,,,,●●●,,,,,,,,,,,,,,,,,,,,,,靜力繩,垂降環-316,0,已更新,2021 / 03 / 26 (週五),[Rebolt]20210326 天然固定點更換(阿明 彥綸)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8m,數量 x2 ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 / 03 / 26,2021 / 03 / 26,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 年,4 年,,,,
,# 446,"上馬
In the Saddle",5.11b,傳攀 | Trad,11 m,"劉乃勳
Nai-Shun Liu",,與 <天勾> 共⽤ Anchor,●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 447,"四點不動
Four Points Frozen",5.11d,傳攀 | Trad,10 m,"劉乃勳
Nai-Shun Liu",,"路線上有⽼舊Bolt，請勿使⽤
–
與 <天勾> 共⽤ Anchor",●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 448,"天勾
Skyhook",5.11a,運攀 | Sport,10 m,"劉乃勳
Nai-Shun Liu",,,●●●,316-TW,316-TW,316-TW,316-TW,,,,,,,,,,,,,,,316-TW,Ti-ETN,,梅隆鎖-316,垂降環-316,6,已拉測,2022 / 06 / 13 (週一),"[Pulltest]20220613全線測試,bolt已清點(聖峰 彥綸 永暉)
316-TW 安裝日期待查 (預設為1月1日)
2014/07/19 - A02 更新為 Ti-ETN (章醫師等人)
–
B01 合格 - 8kN / 1 min / ×5次 (阿郎、阿寶、小虎、嘉航、金龍、Jamy、秋玫、美菁、老爹)"
,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,2005,2014 / 07 / 19,,數量 x4 ,數量 x2 ,,,,
,,,,,,,,,,20 年,20 年,20 年,20 年,,,,,,,,,,,,,,,20 年,11 年,,2020 / 12,2020 / 12,,,,
,,,,,,,,,,2022 / 06 / 13,2022 / 06 / 13,2022 / 06 / 13,2022 / 06 / 13,,,,,,,,,,,,,,,2022 / 06 / 13,,,4 年,4 年,,,,
,,,,,,,,,,2018 / 03 / 31,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 449,"凹洞內角
Pocket Dihedral",5.9,傳攀 | Trad,21 m,,,與 <天勾> 共⽤ Anchor,●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 450,"凹洞懸岩
Pocket Overhang",5.10a,運攀 | Sport,21 m,,,,●●●,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,,,,,,,,,,,,316-TW,316-TW,,梅隆鎖-316,垂降環-316,9,已拉測,2019 / 11 / 15 (週五),"316-TW 安裝日期待查 (預設為1月1日)
–
2018/03/31 - B01 合格 - 8kN / 1 min / ×5次 (阿郎、阿寶、小虎、嘉航、金龍、Jamy、秋玫、美菁、老爹)
2019/11/15 – 全線合格 - 8kN / 1 min / ×5次 (阿明、阿振、致華)"
,,,,,,,,,,2005,2005,2005,2005,2005,2005,2005,,,,,,,,,,,,2005,2005,,數量 x2 ,數量 x2 ,,,,
,,,,,,,,,,20 年,20 年,20 年,20 年,20 年,20 年,20 年,,,,,,,,,,,,20 年,20 年,,2020 / 03,2020 / 03,,,,
,,,,,,,,,,2018 / 03 / 31,,,,,,,,,,,,,,,,,,,,,5 年,5 年,,,,
,,,,,,,,,,2019 / 11 / 15,2019 / 11 / 15,2019 / 11 / 15,2019 / 11 / 15,2019 / 11 / 15,2019 / 11 / 15,2019 / 11 / 15,,,,,,,,,,,,2019 / 11 / 15,2019 / 11 / 15,,,,,,,
,# 451,"四海一家
Family",5.11c,運攀 | Sport,21 m,"朴來慶
Yum Yum",1991 / 04 / 03,,●●●,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,,,,,,,,316-TW,316-TW,,梅隆鎖-316,垂降環-316,13,已拉測,2021 / 04 / 17 (週六),"[Pulltest]20210417全線測試,bolt已清點(阿耿 Josh)
316-TW 安裝日期待查 (預設為1月1日)
–
B01 合格 - 8kN / 1 min / ×5次 (阿郎、阿寶、小虎、嘉航、金龍、Jamy、秋玫、美菁、老爹)"
,,,,,,,,,,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,,,,,,,,2005,2005,,數量 x2 ,數量 x2 ,,,,
,,,,,,,,,,20 年,20 年,20 年,20 年,20 年,20 年,20 年,20 年,20 年,20 年,20 年,,,,,,,,20 年,20 年,,2020 / 03,2020 / 03,,,,
,,,,,,,,,,2021 / 04 / 17,2021 / 04 / 17,2021 / 04 / 17,2021 / 04 / 17,2021 / 04 / 17,2021 / 04 / 17,2021 / 04 / 17,2021 / 04 / 17,2021 / 04 / 17,2021 / 04 / 17,2021 / 04 / 17,,,,,,,,2021 / 04 / 17,2021 / 04 / 17,,5 年,5 年,,,,
,,,,,,,,,,2018 / 03 / 31,,,,,,,,,,,,,,,,,,,,,,,,,,
