"  黃金谷
"龍船岩
Dragon Boat Wall",# 169.0,"繞著岩角走
Around the Corner",5.9,運攀 | Sport,19 m,"李世藩
Shih-Fan Li",,,●●●,316-TW,316-TW,316-TW,316-FX,316-FX,316-FX,316-FX,,,,,,,,,,,,無 Anchor,316-FX,,梅隆鎖-316,垂降環-316,8,已拉測,2021 / 03 / 28 (週日),"[Pulltest]20210328全線測試,bolt已清點(阿耿 Michael Josh) A01拉測失敗直接拔出
2012/07/01 - 全線更新 (Wojtek Gierlotka/紀渥德)
–
B01 合格 - 8 kN / 1 min / ×5次 (Maurice、小虎、金龍)"
,,,,,,,,,,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,,,,,,,,,,,,,2012 / 07 / 01,,數量 x1 ,數量 x1 ,,,,
,,,,,,,,,,13 年,13 年,13 年,13 年,13 年,13 年,13 年,,,,,,,,,,,,,13 年,,2021 / 01,2021 / 01,,,,
,,,,,,,,,,2021 / 03 / 28,2021 / 03 / 28,2021 / 03 / 28,2021 / 03 / 28,2021 / 03 / 28,2021 / 03 / 28,2021 / 03 / 28,,,,,,,,,,,,2021 / 03 / 28,2021 / 03 / 28,,4 年,4 年,,,,
,,,,,,,,,,2018 / 11 / 08,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 170.0,"團隊合作
Teamwork",5.10c,運攀 | Sport,22 m,"Edgar Boehm
—
Dirk Saenger",2000 / 06 / 06,,●●●,316-TW,316-TW,316-TW,316-FX,316-FX,316-FX,316-FX,,,,,,,,,,,,316-FX,316-FX,,梅隆鎖-316,垂降環-316,9,已拉測,2021 / 03 / 28 (週日),"[Pulltest]20210328全線測試,bolt已清點(阿耿 Michael Josh)
2012/07/01 - 全線更新 (Wojtek Gierlotka/紀渥德)
–
B01 合格 - 8 kN / 1 min / ×5次 (Maurice、小虎、金龍)"
,,,,,,,,,,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,,,,,,,,,,,,2012 / 07 / 01,2012 / 07 / 01,,數量 x1 ,數量 x1 ,,,,
,,,,,,,,,,13 年,13 年,13 年,13 年,13 年,13 年,13 年,,,,,,,,,,,,13 年,13 年,,2020 / 03,2020 / 03,,,,
,,,,,,,,,,2021 / 03 / 28,2021 / 03 / 28,2021 / 03 / 28,2021 / 03 / 28,2021 / 03 / 28,2021 / 03 / 28,2021 / 03 / 28,,,,,,,,,,,,2021 / 03 / 28,2021 / 03 / 28,,5 年,5 年,,,,
,,,,,,,,,,2018 / 11 / 08,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 171.0,"黃粱一夢
Aus der Traum",5.10b,運攀 | Sport,22 m,"Edgar Boehm
—
Dirk Saenger",2000 / 06 / 06,路線上有⼀塊鬆動岩塊,●●●,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,,,,,,,,,316-TW,316-TW,,梅隆鎖-316,垂降環-316,12,已拉測,2021 / 03 / 18 (週四),"[Pulltest]20210318全線測試,bolt已清點(Jam 小虎)
2012/07/01 - 全線更新 (Wojtek Gierlotka/紀渥德)
–
B01 合格 - 8 kN / 1 min / ×5次 (Maurice、小虎、金龍)"
,,,,,,,,,,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,2012 / 07 / 01,,,,,,,,,2012 / 07 / 01,2012 / 07 / 01,,數量 x1 ,數量 x1 ,,,,
,,,,,,,,,,13 年,13 年,13 年,13 年,13 年,13 年,13 年,13 年,13 年,13 年,,,,,,,,,13 年,13 年,,2020 / 03,2020 / 03,,,,
,,,,,,,,,,2021 / 03 / 18,2021 / 03 / 18,2021 / 03 / 18,2021 / 03 / 18,2021 / 03 / 18,2021 / 03 / 18,2021 / 03 / 18,2021 / 03 / 18,2021 / 03 / 18,2021 / 03 / 18,,,,,,,,,2021 / 03 / 18,2021 / 03 / 18,,5 年,5 年,,,,
,,,,,,,,,,2018 / 11 / 08,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 172.0,"黃粱一夢 (起攀變化版)
Aus der Traum (var. start)",5.10b,運攀 | Sport,22 m,"Edgar Boehm
—
Dirk Saenger",2000 / 06 / 06,"路線上有⼀塊鬆動岩塊
–
B03-B09 與 <黃粱一夢> 共⽤
與 <黃粱一夢> 共⽤ Anchor",●●●,316-TW,316-TW,共用,共用,共用,共用,共用,共用,共用,共用,,,,,,,,,共用,共用,,,,2,,,2012/07/01 - 全線更新 (Wojtek Gierlotka/紀渥德)
,,,,,,,,,,2012 / 07 / 01,2012 / 07 / 01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,13 年,13 年,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 173.0,"優勝美地的想像
Yosemite Crack",5.10a,傳攀 | Trad,19 m,,,"路線上有⼀塊鬆動岩塊
–
與 <黃粱一夢> 共⽤ Anchor",●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 174.0,"決不
Never",5.11a,運攀 | Sport,17 m,"Dirk Saenger
—
Edgar Boehm",2000 / 07 / 15,更新時將路線往上延伸，難度未定,●●●,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,,,,,,,,316-TW,316-TW,,梅隆鎖-316,垂降環-316,13,已拉測,2020 / 06 / 13 (週六),"[Pulltest]200613全線測試(老爹Josh蔡蔡Michael)
2012/09/01 - 全線更新 (Wojtek Gierlotka/紀渥德、金龍)
–
181108拉測:B01 合格 - 8 kN / 1 min / ×5次 (Maurice、小虎、金龍)"
,,,,,,,,,,2012 / 09 / 01,2012 / 09 / 01,2012 / 09 / 01,2012 / 09 / 01,2012 / 09 / 01,2012 / 09 / 01,2012 / 09 / 01,2012 / 09 / 01,2012 / 09 / 01,2012 / 09 / 01,2012 / 09 / 01,,,,,,,,2012 / 09 / 01,2012 / 09 / 01,,數量 x1 ,數量 x1 ,,,,
,,,,,,,,,,13 年,13 年,13 年,13 年,13 年,13 年,13 年,13 年,13 年,13 年,13 年,,,,,,,,13 年,13 年,,2020 / 03,2020 / 03,,,,
,,,,,,,,,,2018 / 11 / 08,2020/06/13,2020/06/13,2020/06/13,2020/06/13,2020/06/13,2020/06/13,2020/06/13,2020/06/13,2020/06/13,2020/06/13,,,,,,,,2020/06/13,2020/06/13,,5 年,5 年,,,,
,# 175.0,"龍船尾
Dragon’s Back",5.10b,運攀 | Sport,15 m,"Edgar Boehm
—
Dirk Saenger",2000 / 06 / 06,,●●●,316-FX,316-FX,316-FX,316-FX,316-FX,316-FX,316-FX,316-FX,,,,,,,,,,,316-TW,316-FX,,梅隆鎖-316,垂降環-316,10,已拉測,2020 / 06 / 13 (週六),"[Pulltest]200613全線測試(老爹Josh蔡蔡Michael)
2012/06/02 - 全線更新 (Wojtek Gierlotka/紀渥德)
–
181108拉測:B01 合格 - 8 kN / 1 min / ×5次 (Maurice、小虎、金龍)
"
,,,,,,,,,,2012 / 06 / 02,2012 / 06 / 02,2012 / 06 / 02,2012 / 06 / 02,2012 / 06 / 02,2012 / 06 / 02,2012 / 06 / 02,2012 / 06 / 02,,,,,,,,,,,2012 / 06 / 02,2012 / 06 / 02,,數量 x1 ,數量 x1 ,,,,
,,,,,,,,,,13 年,13 年,13 年,13 年,13 年,13 年,13 年,13 年,,,,,,,,,,,13 年,13 年,,2020 / 03,2020 / 03,,,,
,,,,,,,,,,2018 / 11 / 08,2020/06/13,2020/06/13,2020/06/13,2020/06/13,2020/06/13,2020/06/13,2020/06/13,,,,,,,,,,,2020/06/13,2020/06/13,,5 年,5 年,,,,
,# 176.0,"美好的雨天
One Fine Rainy Day",5.7,傳攀 | Trad,14 m,"Dirk Saenger
—
Edgar Boehm",2000 / 06 / 06,與 <龍船尾> 共⽤ Anchor,●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 177.0,"開光點睛
Dripping Dragon",5.7,運攀 | Sport,14 m,"Dirk Saenger
—
Edgar Boehm",2000 / 06 / 06,,●●●,316-FX,316-FX,316-FX,316-FX,316-FX,316-FX,,,,,,,,,,,,,316-FX,316-FX,,梅隆鎖-316,垂降環-316,8,已拉測,2020 / 04 / 11 (週六),"2012/06/02 - 全線更新 (Wojtek Gierlotka/紀渥德)
–
B01 合格 - 8 kN / 1 min / ×5次 (Maurice、小虎、金龍)
全線合格 - 8 kN / 1 min / ×5次 (小魏、曉嵐、Josh)"
,,,,,,,,,,2012 / 06 / 02,2012 / 06 / 02,2012 / 06 / 02,2012 / 06 / 02,2012 / 06 / 02,2012 / 06 / 02,,,,,,,,,,,,,2012 / 06 / 02,2012 / 06 / 02,,數量 x1 ,數量 x1 ,,,,
,,,,,,,,,,13 年,13 年,13 年,13 年,13 年,13 年,,,,,,,,,,,,,13 年,13 年,,2020 / 03,2020 / 03,,,,
,,,,,,,,,,2018 / 11 / 08,,,,,,,,,,,,,,,,,,,,,5 年,5 年,,,,
,,,,,,,,,,2020 / 04 / 11,2020 / 04 / 11,2020 / 04 / 11,2020 / 04 / 11,2020 / 04 / 11,2020 / 04 / 11,,,,,,,,,,,,,2020 / 04 / 11,2020 / 04 / 11,,,,,,,
,# 178.0,"大廚
Smutje",5.6,傳攀 | Trad,12 m,"Edgar Boehm
—
Dirk Saenger",2000 / 05,與 <開光點睛> 共⽤ Anchor,●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 179.0,"龍船首
Dragon’s Nose",5.8,運攀 | Sport,12 m,"Dirk Saenger
—
Edgar Boehm",2000 / 07 / 22,,●●●,316-TW,316-TW,316-FX,316-TW,316-TW,316-TW,,,,,,,,,,,,,316-FX,316-FX,,梅隆鎖-316,垂降環-316,8,已拉測,2025 / 09 / 28 (週日),"2012/06/23 - 全線更新 (Wojtek Gierlotka/紀渥德、金龍)
–
B01 合格 - 8 kN / 1 min / ×5次 (Maurice、小虎、金龍)
全線合格 - 8 kN / 1 min / ×5次 (小魏、曉嵐、Josh)
2025/09/28 全線合格 - 8 kN / 1 min / ×5次 (孟樵、郁婷)"
,,,,,,,,,,2012 / 06 / 23,2012 / 06 / 23,2012 / 06 / 23,2012 / 06 / 23,2012 / 06 / 23,2012 / 06 / 23,,,,,,,,,,,,,2012 / 06 / 23,2012 / 06 / 23,,數量 x1 ,數量 x1 ,,,,
,,,,,,,,,,13 年,13 年,13 年,13 年,13 年,13 年,,,,,,,,,,,,,13 年,13 年,,2020 / 03,2020 / 03,,,,
,,,,,,,,,,2018 / 11 / 08,,,,,,,,,,,,,,,,,,,,,5 年,5 年,,,,
,,,,,,,,,,2020 / 04 / 11,2020 / 04 / 11,2020 / 04 / 11,2020 / 04 / 11,2020 / 04 / 11,2020 / 04 / 11,,,,,,,,,,,,,2020 / 04 / 11,2020 / 04 / 11,,,,,,,
,,,,,,,,,,2025 / 09 / 28,2025 / 09 / 28,2025 / 09 / 28,2025 / 09 / 28,2025 / 09 / 28,2025 / 09 / 28,,,,,,,,,,,,,2025 / 09 / 28,2025 / 09 / 28,,,,,,,
,# 180.0,Quartzriss,5.7,傳攀 | Trad,12 m,"Dirk Saenger
—
Edgar Boehm",2000 / 07 / 22,與 <龍船首> 共⽤ Anchor,●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 181.0,"美好的晴天
One Fine Sunny Day",5.6,傳攀 | Trad,10 m,"Dirk Saenger
—
Edgar Boehm",2000 / 07 / 15,,●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,0,待拉測,,Anchor 安裝日期待查 (預設為1月1日)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 182.0,"留在船面上
Stay on the Dragon’s Face",5.8,傳攀 | Trad,10 m,"Edgar Boehm
—
Dirk Saenger",2000 / 07 / 05,與 <美好的晴天> 共⽤ Anchor,●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 183.0,"史蒂芬的 13 號岩鞋
Stephan’s Size 13 Shoes",5.6,運攀 | Sport,10 m,"Edgar Boehm
—
Dirk Saenger",2000 / 07 / 15,與 <美好的晴天> 共⽤ Anchor,●●●,316-TW,316-TW,316-TW,316-FX,316-FX,,,,,,,,,,,,,,316-FX,316-FX,,梅隆鎖-316,垂降環-316,7,已拉測,2018 / 11 / 08 (週四),"2012/06/23 - 全線更新 (Wojtek Gierlotka/紀渥德、金龍)
–
B01 合格 - 8 kN / 1 min / ×5次 (Maurice、小虎、金龍)"
,,,,,,,,,,2012 / 06 / 23,2012 / 06 / 23,2012 / 06 / 23,2012 / 06 / 23,2012 / 06 / 23,,,,,,,,,,,,,,2012 / 06 / 23,2012 / 06 / 23,,數量 x1 ,數量 x1 ,,,,
,,,,,,,,,,13 年,13 年,13 年,13 年,13 年,,,,,,,,,,,,,,13 年,13 年,,2020 / 03,2020 / 03,,,,
,,,,,,,,,,2018 / 11 / 08,,,,,,,,,,,,,,,,,,,,,5 年,5 年,,,,
"失落的龍塔
Lost Dragon Spire",# 184.0,"凹槽
Notch",5.6,抱石 | Boulder,9 m,,,面向傳奇岩的大內角,●●●,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 185.0,"套索
Lasso",5.7,抱石 | Boulder,9 m,,,內角左側的裂隙,●●●,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 186.0,"幼龍
BabyDragon",5.4,抱石 | Boulder,5 m,,,面向龍船岩的內角,●●●,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 187.0,"尋情者
Cercatorid’emozioni",5.11c,抱石 | Boulder,9 m,Davide Grassimonte,,翻懸岩上平台,●●●,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 188.0,"雙子裂隙
Twin Cracks",5.5,抱石 | Boulder,9 m,,,東北面,●●●,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 189.0,"Matt 的主意
Matt’s Idea",5.11c,上方架繩 | Toprope,9 m,Jose Ramon Duran,2009 / 12 / 27,"利用指力點爬到圓滑點，再爬到凸起的岩角
–
無 Anchor",●●●,,,,,,,,,,,,,,,,,,,無 Anchor,無 Anchor,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 190.0,"松鼠情挑
Squirrel Lust",5.11d,上方架繩 | Toprope,9 m,Jose Ramon Duran,,"一路爬岩角直上到頂
–
無 Anchor",●●●,,,,,,,,,,,,,,,,,,,無 Anchor,無 Anchor,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 191.0,"大頂
Cima Grande",5.11d,抱石 | Boulder,9 m,Davide Grassimonte,,,●●●,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 192.0,"艾福瑞多之罪 (無人完攀)
Colpa d'alfredo (Project)",5.??,抱石 | Boulder,9 m,,,,●●●,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 193.0,"南面
South Face",5.6,抱石 | Boulder,9 m,,,,●●●,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,待新增鋼環,3處,,,,
,統計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-FX,304 - Fixe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-PC,304 - Petzl - Collinox,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-PB,304 - Petzl - Batinox,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-P38,304 - Petzl - Long Life,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-AA,304 - AustriAlpin,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-EXP,304 - Expension,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,316-FX,316 - Fixe,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,316-TW,316 - 台製,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ti-ETN,Ti - Titan Climbing - Eterna,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ti-U,Ti - Titan Climbing - U形,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ti-TTG,Ti - Ushba - Tortuga,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ti-TW,Ti - 台製,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,304 Bolt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,316 Bolt,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Titanium Bolt,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,運攀,24,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,傳攀,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,上方架繩,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,抱石,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,未收錄,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,私設,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
